UF,Estado,Localidade,Faixa de CEP,CEP Inicial,CEP Final,Situação,Tipo de Faixa
PE,Pernambuco,São Joaquim do Monte,55670-000 a 55674-999,55670000,55674999,Não codificada por logradouros,Total do município
PE,Pernambuco,São José da Coroa Grande,55565-000 a 55569-999,55565000,55569999,Não codificada por logradouros,Total do município
PE,Pernambuco,São José do Belmonte,56950-000 a 56979-999,56950000,56979999,Não codificada por logradouros,Total do município
PE,Pernambuco,São José do Egito,56700-000 a 56719-999,56700000,56719999,Não codificada por logradouros,Total do município
PE,Pernambuco,São Lourenço da Mata,54700-001 a 54749-999,54700001,54749999,Codificado por logradouros,Total do município
PE,Pernambuco,São Lourenço da Mata,54700-001 a 54748-999,54700001,54748999,Codificada por logradouros,Exclusiva da sede urbana
PE,Pernambuco,São Vicente Ferrer,55860-000 a 55864-999,55860000,55864999,Não codificada por logradouros,Total do município
PE,Pernambuco,Serra Talhada,56900-001 a 56929-999,56900001,56929999,Codificado por logradouros,Total do município
PE,Pernambuco,Serra Talhada,56900-001 a 56915-999,56900001,56915999,Codificada por logradouros,Exclusiva da sede urbana
PE,Pernambuco,Serrita,56140-000 a 56149-999,56140000,56149999,Não codificada por logradouros,Total do município
PE,Pernambuco,Sertânia,56600-000 a 56639-999,56600000,56639999,Não codificada por logradouros,Total do município
PE,Pernambuco,Sirinhaém,55580-000 a 55589-999,55580000,55589999,Não codificada por logradouros,Total do município
PE,Pernambuco,Solidão,56795-000 a 56799-999,56795000,56799999,Não codificada por logradouros,Total do município
PE,Pernambuco,Surubim,55750-000 a 55754-999,55750000,55754999,Não codificada por logradouros,Total do município
PE,Pernambuco,Tabira,56780-000 a 56794-999,56780000,56794999,Não codificada por logradouros,Total do município
PE,Pernambuco,Tacaimbó,55140-000 a 55149-999,55140000,55149999,Não codificada por logradouros,Total do município
PE,Pernambuco,Tacaratu,56480-000 a 56499-999,56480000,56499999,Não codificada por logradouros,Total do município
PE,Pernambuco,Tamandaré,55578-000 a 55579-999,55578000,55579999,Não codificada por logradouros,Total do município
PE,Pernambuco,Taquaritinga do Norte,55790-000 a 55799-999,55790000,55799999,Não codificada por logradouros,Total do município
PE,Pernambuco,Terezinha,55305-000 a 55309-999,55305000,55309999,Não codificada por logradouros,Total do município
PE,Pernambuco,Terra Nova,56190-000 a 56199-999,56190000,56199999,Não codificada por logradouros,Total do município
PE,Pernambuco,Timbaúba,55870-000 a 55879-999,55870000,55879999,Não codificada por logradouros,Total do município
PE,Pernambuco,Toritama,55125-000 a 55129-999,55125000,55129999,Não codificada por logradouros,Total do município
PE,Pernambuco,Tracunhaém,55805-000 a 55809-999,55805000,55809999,Não codificada por logradouros,Total do município
PE,Pernambuco,Trindade,56250-000 a 56259-999,56250000,56259999,Não codificada por logradouros,Total do município
PE,Pernambuco,Triunfo,56870-000 a 56894-999,56870000,56894999,Não codificada por logradouros,Total do município
PE,Pernambuco,Tupanatinga,56540-000 a 56549-999,56540000,56549999,Não codificada por logradouros,Total do município
PE,Pernambuco,Tuparetama,56760-000 a 56779-999,56760000,56779999,Não codificada por logradouros,Total do município
PE,Pernambuco,Venturosa,55270-000 a 55279-999,55270000,55279999,Não codificada por logradouros,Total do município
PE,Pernambuco,Verdejante,56120-000 a 56129-999,56120000,56129999,Não codificada por logradouros,Total do município
PE,Pernambuco,Vertente do Lério,55760-000 a 55764-999,55760000,55764999,Não codificada por logradouros,Total do município
PE,Pernambuco,Vertentes,55770-000 a 55779-999,55770000,55779999,Não codificada por logradouros,Total do município
PE,Pernambuco,Vicência,55850-000 a 55859-999,55850000,55859999,Não codificada por logradouros,Total do município
PE,Pernambuco,Vitória de Santo Antão,55600-001 a 55619-999,55600001,55619999,Codificado por logradouros,Total do município
PE,Pernambuco,Vitória de Santo Antão,55600-001 a 55617-999,55600001,55617999,Codificada por logradouros,Exclusiva da sede urbana
